sample_size,LR,RF,XGB,CatBoost,ANN
213,0.6540452542336386,0.6277258611931992,0.5336654236948059,0.6160605403647731,0.5841830967325421
214,0.6626100119617702,0.6392764283967283,0.5572584978405588,0.629358878301559,0.598912400314957
215,0.6730654619256297,0.6437467990896842,0.5983622331384537,0.6292555881868511,0.590753388698787
216,0.6660893249295261,0.6576058164442765,0.5992003649715447,0.6676814335404755,0.5447001723597363
217,0.6672359528908436,0.6251991310825551,0.5387346545076852,0.6337292325405235,0.6040845347149064
218,0.6717730701398053,0.5873655932922132,0.50707132506315,0.6257519967058663,0.6418796085307756
219,0.6783600469133664,0.6378211591152313,0.5957137381729157,0.6387057834317871,0.6466950192788021
220,0.6765848170961222,0.6412832715014183,0.5664163212758149,0.646237025801908,0.6084408816640974
221,0.676706741351009,0.6484596092109902,0.5509317705346627,0.6549683657235728,0.5946810828542005
222,0.6675859804726032,0.6267355750438699,0.5735978566355221,0.6331967405028566,0.5883286943919666
